Index,Sum of Round Trip Mileage (km),Sum of Round Trip CO2 emission (kgCo2e)
999,6.437376,0
1000,5.793638400000001,0
1001,6.437376,0
1002,6.437376,1.07272433664
1003,334.743552,55.78166550528001
1004,5.793638400000001,0.5918201625600001
1005,0,0
1006,24.14016,0
1008,6.437376,1.07272433664
1009,9.656064,1.09760479488
1010,4.5061632,0
1011,7.7248512,0
1012,4.828032,0
1013,6.437376,0
1014,96.56064,16.0908650496
1015,12.07008,0
1016,8.04672,0.8219724480000001
1017,28.968192000000002,1.02721208832
1018,0.6437376000000001,0
1019,16.09344,2.6818108416000004
1020,6.759244800000001,0
1021,41.842944,6.972708188160001
1022,3.218688,0
1023,4.828032,0
1024,160.9344,5.7067338240000005
1025,7.081113600000001,0.7233357542400002
1026,8.04672,0
1027,54.717696000000004,1.94028950016
1028,8.04672,0
1029,482.80320000000006,17.120201472
1030,5.793638400000001,0
1031,251.05766400000002,8.90250476544
1032,0,0
1033,80.4672,4.2382074240000005
1034,16.09344,2.6818108416000004
1035,64.37376,10.727243366400002
1036,4.828032,0.4931834688000001
1037,321.8688,53.63621683200001
1038,141.622272,23.599935406080004
1039,0,0
1040,9.656064,1.6090865049600003
1041,9.656064,1.6090865049600003
1042,48.28032,8.0454325248
1043,321.8688,11.413467648000001
1044,38.624256,1.3696161177600001
1045,12.874752,2.14544867328
1046,6.437376,1.07272433664
1047,48.28032,1.7120201472
1048,4.828032,0
1049,16.09344,0
1050,25.749504,2.6303118336000004
1051,32.18688,5.363621683200001
1052,6.437376,0
1053,9.656064,0
1054,6.437376,1.07272433664
1055,3.5405568000000005,0
1056,370.14912000000004,13.125487795200002
1057,6.437376,0
1058,6.437376,0.6575779584000001
1059,7.7248512,0
1060,244.62028800000002,8.67423541248
1061,2.5749504000000005,0.4290897346560001
1062,141.622272,23.599935406080004
1063,39.911731200000006,0
1064,32.18688,5.363621683200001
1065,257.49504,9.1307741184
1066,9.656064,1.6090865049600003
1067,38.624256,6.436346019840001
1068,9.656064,1.6090865049600003
1069,41.842944,6.972708188160001
1070,38.624256,1.3696161177600001
1071,67.592448,11.263605534720002
1072,16.09344,2.6818108416000004
1073,41.842944,0
1074,257.49504,9.1307741184
1075,7.4029824,0
1076,64.37376,2.2826935296
1077,51.499008,8.58179469312
1078,3.218688,0
1079,144.84096,5.1360604416
1080,38.624256,3.9454677504000006
1081,6.437376,1.07272433664
1082,74.029824,12.336329871360002
1083,67.592448,11.263605534720002
1084,25.749504,4.29089734656
1085,25.749504,0.91307741184
1086,38.624256,6.436346019840001
1087,12.874752,1.46347305984
1089,25.749504,4.29089734656
1090,54.717696000000004,1.94028950016
1091,48.28032,8.0454325248
1092,35.405568,5.899983851520001
1093,9.656064,0
1094,8.04672,1.3409054208000002
1095,70.811136,11.799967703040002
1096,8.04672,0
1097,96.56064,3.4240402944
1098,70.811136,11.799967703040002
1099,8.04672,1.3409054208000002
1100,9.656064,0.9863669376000002
1101,90.123264,15.018140712960001
1102,32.18688,5.363621683200001
1103,6.437376,0
1104,0,0
1105,32.18688,5.363621683200001
1106,3.218688,0.32878897920000005
1107,38.624256,0
1108,32.18688,5.363621683200001
1109,14.484096000000001,2.4136297574400003
1110,2.5749504000000005,0
1111,3.218688,0
1112,3.218688,0
1113,3.218688,0
1114,3.218688,0
1115,45.061632,7.5090703564800005
1116,3.218688,0.53636216832
1117,4.828032,0
1118,3.218688,0
1119,3.218688,0
1120,57.936384000000004,9.654519029760001
1121,48.28032,4.931834688
1122,2.2530816,0
1123,12.874752,0
1124,9.656064,1.6090865049600003
1125,244.62028800000002,8.67423541248
1126,482.80320000000006,17.120201472
1127,8.04672,0
1128,180.246528,6.39154188288
1130,9.656064,1.6090865049600003
1131,4.184294400000001,0
1132,80.4672,13.409054208000002
1133,8.690457600000002,0
1134,6.437376,0
1135,70.811136,7.233357542400001
1136,2.2530816,0
1137,77.248512,12.872692039680002
1138,6.437376,0
1139,48.28032,8.0454325248
1140,64.37376,10.727243366400002
1141,6.437376,0
1142,9.656064,1.6090865049600003
1143,149.0252544,7.849160149248
1144,12.874752,0.45653870592
1145,9.656064,0.9863669376000002
1146,4.828032,0
1147,112.65408000000001,18.772675891200002
1148,32.18688,5.363621683200001
1149,3.218688,0
1150,3.218688,0
1151,57.936384000000004,9.654519029760001
1152,4.828032,0
1153,225.30816000000002,11.866980787200001
1154,0,0
1155,3.218688,0
1156,38.624256,0
1157,9.656064,1.6090865049600003
1158,96.56064,16.0908650496
1159,174.13102080000002,29.017193306112006
1160,16.09344,0
1161,1.609344,0
1162,3.218688,0
1163,48.28032,8.0454325248
